Title,Artist,Year,Genre,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity,,,,
ROLLING IN THE DEEP,Adele,2011,"pop rock, neo soul, folk pop, pop / soul, soft rock, ballad, blues, soul jazz, rock, jazz, pop, hip hop, alternative/indie rock, pop soul, adult alternative pop/rock, piano blues, r&b, soul-jazz, soul, blue-eyed soul, pop/rock, dr5, covered by glee","Wikifonia/Adele, Paul Epworth - ROLLING IN THE DEEP.mxl",English,1.41666666666667,136,96,0.580745341614907,0.547157025839479,29.5285126396237,2.11180124223602,56,0.411764705882353,,,,
Because We're Kids,Federick Hollander,2022,"jazz, vocal, pop","Wikifonia/Federick Hollander, Dr. Seuss - Because We're Kids.mxl",English,1.23684210526316,282,228,0.594986807387863,0.632067028832902,23.9145907473309,1.42084432717678,95,0.336879432624113,,,,
This Is the Army Mr Jones,Irving Berlin,Desconocido,Desconocido,Wikifonia/Irving Berlin - This Is the Army Mr Jones.mxl,English,0.714285714285714,180,252,1.06896551724138,1.04612699442568,37.7972865123703,2.06896551724138,74,0.411111111111111,,,,
I'll Remember You,Kui Lee,1966,"country, pop",Wikifonia/Kui Lee - I'll Remember You.mxl,English,0.707792207792208,218,308,1,1.12487816104367,31.2544802867384,1.65131578947368,87,0.399082568807339,,,,
I'll Never Stop Loving You,Nicholas Brodszky,1962,"jazz, rockabilly, vocal, pop","Wikifonia/Nicholas Brodszky, Sammy Cahn - I'll Never Stop Loving You.mxl",English,0.794117647058823,108,136,0.776470588235295,0.913426695234117,39.9789618481207,1.47058823529412,54,0.5,,,,
Hatikvah (The Hope) (),adapted from,2023,Desconocido,"Wikifonia/adapted from  , from the poem  - Hatikvah (The Hope) ().mxl",No Lyrics,1.0625,102,96,0.577777777777778,0.478681316189734,25.0825082508251,1.11111111111111,35,0.343137254901961,,,,
Easy To Love,Cole Porter,2011,Desconocido,Wikifonia/Cole Porter - Easy To Love.mxl,English,0.580882352941176,79,136,1.2,1.15202939075864,32.2033522033522,3.32727272727273,42,0.531645569620253,,,,
Ne nezzen ugy ram,Unknown,1993,pop,Wikifonia/Unknown - Ne nezzen ugy ram.mxl,Hungarian,0.833333333333333,60,72,1.05384615384615,1.10374564002302,43.5673930589185,1.52307692307692,36,0.6,,,,
Our House,Graham Nash,Desconocido,Desconocido,Wikifonia/Graham Nash - Our House.mxl,English,1.21875,156,128,0.67027027027027,0.648851319688948,29.1899641577061,1.97837837837838,52,0.333333333333333,,,,
Send Me The Pillow That You Dream On,Claude Casey,1983,Desconocido,Wikifonia/Claude Casey  - Send Me The Pillow That You Dream On.mxl,English,0.625,85,136,1.29411764705882,1.09891421719232,31.3945578231292,4.90196078431373,32,0.376470588235294,,,,
Vagabond King Waltz,Rudolf  Friml,1956,Desconocido,"Wikifonia/Rudolf  Friml, Brian Hooker - Vagabond King Waltz.mxl",English,0.65625,63,96,1.05681818181818,1.18569077052399,19.4623655913978,2.04545454545455,29,0.46031746031746,,,,
No Matter What,Andrew Lloyd Webber,1973,soundtrack,"Wikifonia/Andrew Lloyd Webber, Jim Steinman - No Matter What.mxl",English,0.953125,122,128,0.892086330935252,0.949749285220677,38.9584153220516,2.42805755395683,51,0.418032786885246,,,,
Greensleeves,Traditional English,2014,christmas,"Wikifonia/Traditional English, broadside ballad 1850 - Greensleeves.mxl",English,0.725490196078431,74,102,1.06593406593407,0.799068108365329,19.8303979125897,2.13186813186813,34,0.45945945945946,,,,
A Teenager in Love,Doc Pomus & Mort Shuman,1979,Desconocido,Wikifonia/Doc Pomus & Mort Shuman - A Teenager in Love.mxl,English,0.676136363636364,119,176,1.075,0.875357070000579,25.0282485875706,1.975,43,0.361344537815126,,,,
Pan de Vida,Bob Hurd,2023,Desconocido,"Wikifonia/Bob Hurd, Pia Moriarty - Pan de Vida.mxl",English,0.530927835051546,103,194,1.24025974025974,1.11835451251018,27.843137254902,2.18181818181818,39,0.378640776699029,,,,
The Rainbow Connection,Kenneth Ascher,1979,"smooth jazz, rock, soundtrack, jazz, ballad, tv soundtrack, pop, indie rock, easy listening, blues, children's music, musical","Wikifonia/Kenneth Ascher, Paul Williams - The Rainbow Connection.mxl",English,0.844155844155844,195,231,0.80565371024735,0.742300773532733,22.7147766323024,1.55123674911661,72,0.369230769230769,,,,
Merry Widow Waltz,Franz  Lehar (adapted by Dan Fox),2014,Desconocido,Wikifonia/Franz  Lehar (adapted by Dan Fox) - Merry Widow Waltz.mxl,No Lyrics,0.760869565217391,210,276,1.04198473282443,0.883560994103557,23.8733196627933,2.01908396946565,81,0.385714285714286,,,,
Chantilly Lace,J.P. Richardson,Desconocido,Desconocido,Wikifonia/J.P. Richardson - Chantilly Lace.mxl,English,1.46527777777778,211,144,0.608078602620087,0.716729455042527,8.77963306534735,1.08515283842795,61,0.289099526066351,,,,
Winnie the Pooh,Richard Sherman,2005,Desconocido,"Wikifonia/Richard Sherman, Robert Sherman - Winnie the Pooh.mxl",English,0.8828125,113,128,0.779220779220779,0.72409148850409,27.2147495361781,2.08441558441558,52,0.460176991150443,,,,
You're a Hit,Les Kettley,2015,"synth-pop, electronic, pop",Wikifonia/Les Kettley - You're a Hit.mxl,English,0.875656742556918,125,142.75,0.883757961783439,0.828569609307786,32.9313876088069,2.5031847133758,52,0.416,,,,
"Csillagok, csillagok, sz?pen ragyogjatok",Hungarian folk song,1990,folk,"Wikifonia/Hungarian folk song - Csillagok, csillagok, sz?pen ragyogjatok.mxl",Hungarian,1,36,36,0.971428571428571,0.572498997414682,46.6394557823129,3.88571428571429,21,0.583333333333333,,,,
Crying In The Chapel,Artie Glenn,1953,Desconocido,Wikifonia/Artie Glenn - Crying In The Chapel.mxl,English,1.07258064516129,133,124,0.745341614906832,0.843532229633041,34.006734006734,1.49068322981366,44,0.330827067669173,,,,
Als Het Gras Twee Kontjes Hoog Is,Unknown,1976,Desconocido,Wikifonia/Unknown - Als Het Gras Twee Kontjes Hoog Is.mxl,No Lyrics,1.15841584158416,117,101,0.714285714285714,0.673192970484841,23.2676518883416,2.98214285714286,39,0.333333333333333,,,,
Sweet Hour of Prayer,William W. Walford 1845,2012,"hard bop, alternative country, jazz, americana, country, folk, contemporary jazz, bluegrass","Wikifonia/William W. Walford 1845, William B. Bradbury 1861 - Sweet Hour of Prayer.mxl",English,0.547619047619048,69,126,0.972972972972973,0.853814540482774,7.94117647058824,1.74774774774775,21,0.304347826086957,,,,
A Walk In The Black Forest,Horst Jankowsky,1967,"jazz, easy listening, instrumental, pop","Wikifonia/Horst Jankowsky, Kal Mann - A Walk In The Black Forest.mxl",No Lyrics,0.723684210526316,110,152,1.03571428571429,1.01707363327844,25.4346876365225,2.07142857142857,39,0.354545454545455,,,,
You're Sensational,Cole Porter,Desconocido,Desconocido,Wikifonia/Cole Porter - You're Sensational.mxl,English,0.648809523809524,109,168,1.09090909090909,1.08491945438579,38.654000320667,4.1958041958042,51,0.467889908256881,,,,
Canadian Sunset,Eddie Heywood,2006,"rock and roll, jazz, instrumental pop, instrumental, pop, ragtime, easy listening, country","Wikifonia/Eddie Heywood, Norman Gimbel - Canadian Sunset.mxl",English,0.51,102,200,1.39130434782609,1.8343927740267,45.3025302530253,3.30434782608696,50,0.490196078431373,,,,
Walk like a man,Four Seasons,1979,Desconocido,Wikifonia/Four Seasons - Walk like a man.mxl,English,0.90625,145,160,0.709090909090909,0.639922408347477,27.1582892416226,1.41363636363636,60,0.413793103448276,,,,
Brooklyn,Wakey! Wakey!,2011,"pop, indie, singer-songwriter",Wikifonia/Wakey! Wakey! - Brooklyn.mxl,No Lyrics,516/313,344,626/3,0.557674841053588,0.310412177410517,13.4561289333073,2.7316076294278,73,0.212209302325581,,,,
All Through The Night,Traditional,2007,"gothic, rock, rock/goth rock, goth rock, house, gothic rock, synth-pop, electronic",Wikifonia/Traditional - All Through The Night.mxl,English,0.8125,104,128,0.837837837837838,0.830614019493476,19.0694742151053,2.51351351351351,38,0.365384615384615,,,,
Mary Is Talking,Spencer,2000,"east coast hip hop, techno, alternative rock, elektro, rock, thug rap, indie, hardcore rap, hip hop, indie rock, gangsta rap, pop-rap, electro, east coast rap, electronic, glitch, rap","Wikifonia/Spencer, James F. Hanley - Mary Is Talking.mxl",,,,,,,,,,,,,,
For Heaven's Sake,Don Meyer,1994,"hard bop, cool jazz, mambo, jazz, latin, latin jazz, instrumental jazz","Wikifonia/Don Meyer, Elise Bretton, Sherman Edwards - For Heaven's Sake.mxl",English,1.07575757575758,142,132,0.630653266331658,0.694931452732474,17.7237419790611,1.82412060301508,49,0.345070422535211,,,,
Memphis In June,Hoagy Carmichael,1957,vocal & piano,"Wikifonia/Hoagy Carmichael, Paul Francis Webster - Memphis In June.mxl",English,1.375,143,104,0.480769230769231,0.651544307938533,34.4727836203003,0.961538461538462,65,0.454545454545455,,,,
I concentrate on you,Cole Porter,Desconocido,Desconocido,Wikifonia/Cole Porter - I concentrate on you.mxl,English,0.561643835616438,164,292,1.17551020408163,1.18743946994945,33.1931054630441,3.23265306122449,79,0.481707317073171,,,,
A pozsonyi setateren,Hungarian song,1930,folk,Wikifonia/Hungarian song - A pozsonyi setateren.mxl,Hungarian,1.45454545454545,96,66,0.547008547008547,0.452830159964089,16.8421052631579,0.974358974358974,28,0.291666666666667,,,,
Sunny Afternoon,Ray Davies,Desconocido,"gulf and western, soft rock, country-rock, pop/rock, contemporary pop/rock, adult contemporary",Wikifonia/ Ray Davies - Sunny Afternoon.mxl,English,0.897810218978102,123,137,0.883116883116883,0.840902823022321,39.471766848816,1.53896103896104,52,0.422764227642276,,,,
"So Firm, So Round, So Fully Packed",Merle Travis,2023,country,"Wikifonia/Merle Travis, Cliffie Stone, Eddie Kirk - So Firm, So Round, So Fully Packed.mxl",English,0.761194029850746,204,268,1.05668016194332,0.894668141792492,40.107905231058,2.0080971659919,73,0.357843137254902,,,,
On A Snowy Christmas Night (Transcribed),Stanley Gelber,1971,"christmas music, rock, ballad, christmas/holiday, holiday, pop, progressive bluegrass, pop/rock, am pop, contemporary pop/rock, roderick newport, christmas, bluegrass, holidays",Wikifonia/Stanley Gelber - On A Snowy Christmas Night (Transcribed).mxl,English,0.836805555555556,241,288,0.828488372093023,0.815913338196028,27.8769841269841,1.48546511627907,92,0.381742738589212,,,,
Where Do You Start,Johnny Mandel,2004,"vocal jazz, jazz, pop, easy listening, vocal, jazz vocals, jazz: jazz vocals, big band","Wikifonia/Johnny Mandel, Alan Bergman - Where Do You Start.mxl",English,1.33590733590734,173,129.5,0.557777777777778,0.650636914923929,17.5452196382429,1.05333333333333,40,0.23121387283237,,,,
Do you know the way to San Jose,Benny Anderson,1969,"r&b, easy listening, soul","Wikifonia/Benny Anderson, Stig Anderson  and  Bjorn Ulvaeus - Do you know the way to San Jose.mxl",English,0.990384615384615,103,104,0.813008130081301,0.651447337917842,33.0065359477124,1.54471544715447,42,0.407766990291262,,,,
That's Amore,Harry Warren,2007,"movie soundtrack, soundtrack, ballad, pop, pop music, musical, score","Wikifonia/Harry Warren, Joe  Brooks - That's Amore.mxl",English,0.702564102564102,137,195,1.17177914110429,1.31342801617574,17.2128851540616,4.3558282208589,41,0.299270072992701,,,,
Sunshine Lollipops And Rainbows,Marvin Hamlisch,1963,pop,"Wikifonia/Marvin Hamlisch, Howard Liebling - Sunshine Lollipops And Rainbows.mxl",English,0.645833333333333,93,144,1.09375,0.955555303213791,34.9689440993789,2.015625,39,0.419354838709677,,,,
Napule Ve Salute (Goodbye To Naples),Francesco Pennino,1977,"jazz, smooth jazz, score, soundtrack",Wikifonia/Francesco Pennino - Napule Ve Salute (Goodbye To Naples).mxl,Romanian,1.64102564102564,128,78,0.449704142011834,0.433365472077732,42.2324132560353,2.57396449704142,51,0.3984375,,,,
Butterfly,Bernie Lowe,1956,Desconocido,"Wikifonia/Bernie Lowe, Kal Mann, Anthony September - Butterfly.mxl",English,1.07857142857143,151,140,0.724598930481283,0.722321143118245,30.6518518518518,1.36363636363636,53,0.350993377483444,,,,
We're Going To Ibiza,J. Calvert,1998,"euro house, trance, dance, club, electronic, eurodance","Wikifonia/J. Calvert, G. Hughes - We're Going To Ibiza.mxl",English,1.5,312,208,0.56198347107438,0.547924639156803,28.8582657071403,1.02066115702479,103,0.330128205128205,,,,
The Siamese Cat Song,Peggy Lee,1997,playback/in-sequence-only,"Wikifonia/Peggy Lee, Sonny Burke - The Siamese Cat Song.mxl",English,1.2625,101,80,0.676991150442478,0.78964636977714,9.33333333333333,0.946902654867257,22,0.217821782178218,,,,
"Mi Casa, Su Casa",Dick Manning,2018,Desconocido,"Wikifonia/Dick Manning, Al Hoffman - Mi Casa, Su Casa.mxl",English,0.979166666666667,141,144,0.792134831460674,0.665392461550244,32.9319727891156,2.29213483146067,54,0.382978723404255,,,,
All Blues,Miles Davis,1998,"hard bop, cool jazz, jazz, instrumental, bebop, modal music, post-bop, fusion, modal jazz, jazz instrument, soul jazz, trumpet jazz, cool, modal, chill",Wikifonia/Miles Davis - All Blues.mxl,No Lyrics,1.05555555555556,38,36,0.802325581395349,0.787914046809388,16.7698412698413,1.58139534883721,22,0.578947368421053,,,,
Invitation,Bronislau Kaper,2005,Desconocido,Wikifonia/Bronislau Kaper - Invitation.mxl,English,3624/4609,151,4609/24,1.14457831325301,1.04621171792638,36.4282828282828,6.44578313253011,64,0.423841059602649,,,,
My One and Only Love,Guy Wood,Desconocido,"rock, vocal jazz, jazz, ballad, pop, standards, indie rock, traditional pop, easy listening, vocal, swing, big band","Wikifonia/Guy Wood, Robert Mellin - My One and Only Love.mxl",English,1.22297297297297,181,148,0.545454545454545,0.577474513368728,35.2148766266413,1.55113636363636,79,0.43646408839779,,,,
I'm Always Chasing Rainbows,Harry Carroll,2001,Desconocido,"Wikifonia/Harry Carroll, Joseph McCarthy - I'm Always Chasing Rainbows.mxl",English,0.636363636363636,84,132,1.03225806451613,1.24877671672778,46.2650602409638,2.06451612903226,39,0.464285714285714,,,,
Pack Up Your Troubles,Felix Powell (1915),2004,"rock, hard rock, pop, classic rock","Wikifonia/Felix Powell (1915), George Asaf (Pseudonym for George Powell) - Pack Up Your Troubles.mxl",English,0.890625,57,64,0.821917808219178,0.795405742130628,48.8605442176871,1.58904109589041,29,0.508771929824561,,,,
Blueberry Hill,Al Lewis,2024,"soul, rock, rock and roll, country, country rock, contra","Wikifonia/Al Lewis, Larry Stock, Vincent Rose - Blueberry Hill.mxl",English,0.712230215827338,99,139,0.99264705882353,1.17153529774561,45.9378036929057,2.95588235294118,39,0.393939393939394,,,,
Almost Like Being In Love,Frederick Loewe,1987,"classical, musical","Wikifonia/Frederick Loewe, Alan Jay Lerner - Almost Like Being In Love.mxl",English,0.693333333333333,104,150,1.02097902097902,0.829681305978356,28.9967637540453,1.95804195804196,36,0.346153846153846,,,,
Fascination,Marchetti,2010,"soul-jazz, shoegaze","Wikifonia/Marchetti, Unknown - Fascination.mxl",English,0.876288659793814,170,194,0.880184331797235,0.78986901039311,37.2161172161172,1.71889400921659,65,0.382352941176471,,,,
Lover Man (Oh Where Can You Be?),Jimmy Davis,Desconocido,Desconocido,"Wikifonia/Jimmy Davis, Jimmy Sherman, Roger Ram Ramirez - Lover Man (Oh Where Can You Be?).mxl",English,1.34,134,100,0.513368983957219,0.585246010128509,29.3343248230466,1.40106951871658,58,0.432835820895522,,,,
My Spanish Rose,Andre Moss,1989,Desconocido,Wikifonia/Andre Moss - My Spanish Rose.mxl,No Lyrics,0.228723404255319,43,188,0.827433628318584,0.851044590231531,30.2040816326531,2.48230088495575,22,0.511627906976744,,,,
I'll Close My Eyes,Billy Reid,2022,"smooth jazz, vocal jazz, jazz, easy listening, jazz vocals, contemporary jazz, jazz: jazz vocals","Wikifonia/Billy Reid, Buddy Kaye - I'll Close My Eyes.mxl",English,0.735714285714286,103,140,0.906040268456376,0.906789813416681,46.7053643524231,1.81208053691275,52,0.504854368932039,,,,
"If You Want To Sing Out, Sing Out",Cat Stevens,1984,"pop rock, rock, soft rock, folk rock, soundtrack, pop, synth-pop, electro, folk, minimal, electronic","Wikifonia/Cat Stevens - If You Want To Sing Out, Sing Out.mxl",English,1.28571428571429,279,217,0.596638655462185,0.673718238129347,19.8561151079137,0.980392156862745,72,0.258064516129032,,,,
One Small Photograph,Kevin Shegog,1961,Desconocido,Wikifonia/Kevin Shegog - One Small Photograph.mxl,English,0.638157894736842,97,152,1.17460317460317,1.02220866598524,32.6124338624339,3.16666666666667,39,0.402061855670103,,,,
If I Had A Hammer,Pete Seeger,Desconocido,Desconocido,"Wikifonia/Pete Seeger, Lee Hays - If I Had A Hammer.mxl",English,0.8625,69,80,0.811224489795918,0.701730027316051,44.2717086834734,1.31632653061225,34,0.492753623188406,,,,
Fais comme l'oiseau,Antonio Carlos,2023,"jazz, afrobeat, dr9, contemporary jazz","Wikifonia/Antonio Carlos, Pierre Delanoe - Fais comme l'oiseau.mxl",French,1.83333333333333,176,96,0.420091324200913,0.439757084115485,28.1900769239115,0.789954337899543,70,0.397727272727273,,,,
There's A Small Hotel,Richard Rodgers,1956,"jazz standard, vocal jazz, jazz, pop, easy listening, contemporary jazz, big band","Wikifonia/Richard Rodgers, Lorenz Hart - There's A Small Hotel.mxl",English,0.708333333333333,102,144,0.897435897435897,0.817904508089055,33.2138928178532,1.70512820512821,45,0.441176470588235,,,,
Love Dance,Ivan Lins,Desconocido,Desconocido,"Wikifonia/Ivan Lins, Vitor Martins, Paul Williams - Love Dance.mxl",English,1.00581395348837,173,172,0.899470899470899,1.13708807784279,32.1444422250816,1.42592592592593,84,0.485549132947977,,,,
What is There to Say,Vernon Duke,1961,"jazz, vocal, pop","Wikifonia/Vernon Duke, E. Y. Harburg - What is There to Say.mxl",English,0.932926829268293,153,164,0.740740740740741,0.89349453047823,33.9837320809294,1.43518518518519,65,0.42483660130719,,,,
Poetry in Motion,Paul Kaufman,2024,"alternative rap, hip hop, turntablism, rap, underground rap","Wikifonia/Paul Kaufman, Mike Anthony - Poetry in Motion.mxl",English,0.75,126,168,0.993939393939394,0.962930940580323,37.2749206349206,4.60606060606061,52,0.412698412698413,,,,
Saint Patrick's Day in the Morning,Traditional Irish Folk Song,2013,"power metal, rock, metal, heavy metal","Wikifonia/Traditional Irish Folk Song, Kermit Lyons - Saint Patrick's Day in the Morning.mxl",English,1.77777777777778,80,45,0.458333333333333,0.259372908291432,12.8270042194093,1.375,25,0.3125,,,,
Dancing Queen,Benny Andersson,2017,Desconocido,"Wikifonia/Benny Andersson, Bjorn Ulvaeus, Stig Anderson - Dancing Queen.mxl",English,1.1625,279,240,0.682080924855491,0.796540391070809,30.2465122911924,1.04624277456647,110,0.39426523297491,,,,
Az osi joslat,S. Sourire,2005,"rock, heavy metal, progressive metal, progressive rock, metal, experimental",Wikifonia/S. Sourire - Az osi joslat.mxl,Hungarian,1.046875,67,64,0.738095238095238,0.525969572247012,33.3333333333333,2.16071428571429,30,0.447761194029851,,,,
El Choclo,Angel Villoldo,2006,Desconocido,Wikifonia/Angel Villoldo - El Choclo.mxl,No Lyrics,1.5034965034965,215,143,0.566390041493776,0.380749203218406,17.1339563862928,1.61203319502075,49,0.227906976744186,,,,
